City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
62,yura,-16.2522,-71.6797,13.29000000000002,30,0,0.0,PE,1729049708
63,kingston,17.997,-76.7936,25.53000000000003,89,75,9.26,JM,1729049481
64,mahanoro,-19.9,48.8,23.950000000000045,74,14,1.15,MG,1729049711
65,levuka,50.1834,-105.4011,14.840000000000032,38,97,4.03,CA,1729049712
66,barra do bugres,-15.0725,-57.1811,22.400000000000034,88,100,3.26,BR,1729049713
67,kone,-21.0595,164.8658,25.28000000000003,66,99,2.04,NC,1729049715
68,newman,37.3138,-121.0208,21.700000000000045,65,0,2.39,US,1729049716
69,suva,-18.1416,178.4415,26.710000000000036,78,100,3.6,FJ,1729049718
70,daru,-9.0763,143.2092,27.910000000000025,74,48,4.13,PG,1729049719
71,luba,3.4568,8.5547,25.560000000000002,84,100,2.19,GQ,1729049720
72,abuja,9.0574,7.4898,22.08000000000004,93,59,0.8,NG,1729049721
73,raja,8.4596,25.678,21.110000000000014,96,100,0.89,SS,1729049722
74,ugoofaaru,5.6667,73.0,27.910000000000025,78,76,6.41,MV,1729049724
75,song cau,13.45,109.2167,28.33000000000004,69,100,4.04,VN,1729049725
76,santarem,-2.4431,-54.7083,29.07000000000005,74,0,3.09,BR,1729049728
77,malinyi,-8.9333,36.1333,24.670000000000016,63,65,1.35,TZ,1729049729
78,manta,-0.95,-80.7333,23.879999999999995,78,40,4.17,EC,1729049731
79,puerto ayora,-0.7393,-90.3518,20.860000000000014,95,75,3.58,EC,1729049732
80,mogadishu,2.0371,45.3438,26.110000000000014,86,42,4.81,SO,1729049733
81,cobija,-11.0267,-68.7692,26.5,49,70,1.4,BO,1729049734
82,acapulco de juarez,16.8634,-99.8901,27.900000000000034,83,40,3.6,MX,1729049735
83,menongue,-14.6585,17.691,17.74000000000001,46,90,2.26,AO,1729049737
84,enewetak,11.3474,162.3373,27.010000000000048,83,100,3.52,MH,1729049738
85,tual,-5.6667,132.75,27.710000000000036,76,68,5.18,ID,1729049739
86,sampit,-2.5333,112.95,33.64000000000004,49,94,1.11,ID,1729049740
87,kolonia town,6.964,158.206,32.06,70,75,5.66,FM,1729049741
88,coahuayana de hidalgo,18.7,-103.6583,25.30000000000001,92,9,1.42,MX,1729049743
89,trincomalee,8.5711,81.2335,28.810000000000002,72,100,7.31,LK,1729049676
90,jayapura,-2.5333,140.7,32.660000000000025,76,89,3.0,ID,1729049746
91,san andres,12.5847,-81.7006,27.010000000000048,83,20,1.54,CO,1729049702
92,axim,4.8699,-2.2405,24.670000000000016,87,57,1.63,GH,1729049748
93,hadibu,12.65,54.0333,26.33000000000004,74,99,1.71,YE,1729049749
94,koungou,-12.7336,45.2042,25.24000000000001,80,30,2.56,YT,1729049750
95,kavieng,-2.5744,150.7967,28.660000000000025,76,88,3.78,PG,1729049751
96,tucuma,-0.1833,-50.05,26.129999999999995,75,3,3.23,BR,1729049752
97,atafu village,-8.5421,-172.5159,28.670000000000016,72,8,3.28,TK,1729049753
98,wajir,1.7471,40.0573,25.180000000000007,65,90,7.36,KE,1729049754
99,mana,5.6592,-53.7767,26.760000000000048,78,20,3.7,GF,1729049756
100,la passe,45.5549,-0.8967,17.930000000000007,91,90,7.95,FR,1729049757
101,kismayo,-0.3582,42.5454,25.840000000000032,78,14,5.29,SO,1729049758
102,mejit,10.2753,170.8646,28.410000000000025,81,100,7.12,MH,1729049759
103,umm kaddadah,13.6017,26.6876,26.390000000000043,64,93,3.01,SD,1729049760
104,loreto,22.2667,-101.9667,18.52000000000004,42,69,1.57,MX,1729049761
105,vila do maio,15.1333,-23.2167,26.28000000000003,76,98,5.06,CV,1729049762
106,bikenibeu village,1.3673,173.1241,31.980000000000018,66,40,6.17,KI,1729049763
107,remire-montjoly,4.9167,-52.2667,24.02000000000004,94,20,1.03,GF,1729049765
108,hawaiian paradise park,19.5933,-154.9731,26.730000000000018,78,100,2.57,US,1729049766
109,saipan,15.1355,145.701,31.390000000000043,70,40,2.06,MP,1729049767
110,kapa'a,22.0752,-159.319,27.180000000000007,82,20,7.2,US,1729049768
111,utrik,11.2278,169.8474,27.920000000000016,82,97,6.56,MH,1729049771
112,porto novo,6.4965,2.6036,26.900000000000034,89,91,2.12,BJ,1729049773
113,jeddah,21.5169,39.2192,30.920000000000016,48,20,4.12,SA,1729049774
114,pleasanton,37.6624,-121.8747,18.30000000000001,82,0,1.34,US,1729049775
115,ghat,24.9647,10.1728,26.05000000000001,25,2,0.81,LY,1729049776
116,hirara,24.8,125.2833,29.920000000000016,84,75,5.14,JP,1729049778
117,wailua homesteads,22.0669,-159.378,26.439999999999998,81,20,7.2,US,1729049594
118,fuqing,25.725,119.3794,27.390000000000043,67,87,5.72,CN,1729049781
119,nago,26.5881,127.9761,28.720000000000027,75,29,0.45,JP,1729049782
120,gebeit,21.0667,36.3167,25.810000000000002,25,8,1.78,SD,1729049783
121,crane,31.3974,-102.3501,22.879999999999995,21,0,3.93,US,1729049784
122,dakhla,23.6848,-15.958,20.100000000000023,87,16,4.27,EH,1729049785
123,island harbour,50.724,-1.2758,16.129999999999995,73,100,2.68,GB,1729049786
124,al jawf,29.5,38.75,21.350000000000023,29,0,1.48,SA,1729049787
125,saint-francois,46.4154,3.9054,19.25,80,0,3.09,FR,1729049788
126,bhum,18.4667,75.6667,28.5,61,98,4.33,IN,1729049790
127,kuraymah,18.55,31.85,30.57000000000005,18,53,5.45,SD,1729049791
128,nouadhibou,20.931,-17.0347,20.430000000000007,85,37,6.67,MR,1729049792
129,rongelap,11.1635,166.8941,27.689999999999998,82,100,9.02,MH,1729049793
130,fada,7.25,4.0667,22.650000000000034,99,96,0.68,NG,1729049794
131,yung shue wan,22.2333,114.1167,31.30000000000001,63,72,2.24,HK,1729049795
132,cocula,20.3652,-103.8222,18.310000000000002,79,12,1.37,MX,1729049796
133,arvi,20.9833,78.2333,29.110000000000014,70,59,2.16,IN,1729049797
134,marco,25.9726,-81.729,25.010000000000048,92,71,2.48,US,1729049604
135,hong kong,22.2855,114.1577,31.650000000000034,62,65,6.71,HK,1729049617
136,zunyi,27.6867,106.9072,21.420000000000016,65,91,3.23,CN,1729049801
137,sittwe,20.15,92.9,29.0,65,8,0.41,MM,1729049802
138,morant bay,17.8815,-76.4093,27.04000000000002,82,98,3.66,JM,1729049685
139,san patricio,28.017,-97.5169,21.970000000000027,68,0,3.39,US,1729049804
140,leh,34.1667,77.5833,4.930000000000007,26,0,2.57,IN,1729049806
141,charles city,43.0664,-92.6724,3.2200000000000273,70,0,3.09,US,1729049807
142,brigantine,39.4101,-74.3646,10.57000000000005,72,0,3.09,US,1729049809
143,midelt,32.6852,-4.7451,14.970000000000027,79,100,1.91,MA,1729049810
144,qamdo,31.1667,97.2333,5.510000000000048,52,100,0.47,CN,1729049811
145,tabarka,36.9544,8.758,23.360000000000014,60,20,1.03,TN,1729049812
146,nemuro,43.3236,145.575,13.680000000000007,79,100,9.34,JP,1729049706
147,prairie du chien,43.0517,-91.1412,2.0100000000000477,80,0,0.0,US,1729049814
148,long beach,33.767,-118.1892,18.80000000000001,87,75,1.54,US,1729049700
149,nagqu,31.5,92.0,3.5600000000000023,22,3,2.59,CN,1729049816
150,kodiak,57.79,-152.4072,6.730000000000018,70,0,2.06,US,1729049817
151,morehead city,34.7229,-76.726,15.560000000000002,75,15,0.45,US,1729049542
152,alexandroupoli,40.8475,25.8744,8.900000000000034,93,0,0.0,GR,1729049820
153,cine,37.6117,28.0614,13.670000000000016,62,3,0.43,TR,1729049821
154,petropavlovsk-kamchatsky,53.0452,158.6483,8.330000000000041,66,20,7.0,RU,1729049782
155,alta sierra,35.7291,-118.5495,10.220000000000027,55,0,2.27,US,1729049535
156,laghouat,33.8,2.8651,19.120000000000005,70,70,1.44,DZ,1729049824
157,kayenta,36.7278,-110.2546,15.439999999999998,53,91,1.82,US,1729049825
158,turpan,42.9333,89.1667,21.200000000000045,27,100,1.48,CN,1729049827
159,cascais,38.6979,-9.4215,20.28000000000003,86,43,2.68,PT,1729049828
160,spring creek,40.7266,-115.5859,14.379999999999995,22,0,1.44,US,1729049789
161,dalandzadgad,43.5708,104.425,7.460000000000036,59,4,4.75,MN,1729049830
162,bandar-e anzali,37.4727,49.4622,18.060000000000002,87,87,4.07,IR,1729049831
163,ribeira grande,38.5167,-28.7,18.760000000000048,74,82,4.47,PT,1729049832
164,oltinko'l,40.8011,72.1634,11.620000000000005,78,100,3.65,UZ,1729049833
165,orestiada,41.5911,26.3469,13.890000000000043,65,42,1.17,GR,1729049834
166,nantucket,41.2835,-70.0995,9.060000000000002,76,100,11.23,US,1729049815
167,rasht,37.2808,49.5832,17.900000000000034,100,100,0.0,IR,1729049837
168,delijan,33.9905,50.6838,20.310000000000002,24,0,1.56,IR,1729049838
169,mount pearl,47.5166,-52.7813,12.300000000000011,92,20,9.26,CA,1729049839
170,shohimardon,39.9839,71.8028,5.060000000000002,99,100,1.44,UZ,1729049840
171,fuxin,42.0156,121.6589,14.230000000000018,29,0,5.47,CN,1729049841
172,muborak,39.2553,65.1528,10.07000000000005,37,0,4.34,UZ,1729049842
173,longjing,42.7714,129.4233,11.800000000000011,34,0,1.34,CN,1729049843
174,berriane,32.8265,3.7669,22.100000000000023,55,80,1.48,DZ,1729049845
175,el granada,37.5027,-122.4694,17.879999999999995,87,100,5.66,US,1729049846
176,rumoi,43.9344,141.6428,13.220000000000027,48,30,5.82,JP,1729049847
177,smirnovo,54.5125,69.4222,-0.25,77,20,1.66,KZ,1729049848
178,zeya,53.75,127.2667,2.2000000000000455,34,100,1.24,RU,1729049849
179,bethel,41.3712,-73.414,6.480000000000018,79,0,3.09,US,1729049850
180,nikolayevsk-on-amure,53.1406,140.73,3.8600000000000136,67,46,6.78,RU,1729049851
181,novosibirsk,55.0411,82.9344,-2.3899999999999864,80,0,1.0,RU,1729049853
182,tsetserleg,47.475,101.4542,1.0500000000000114,86,95,2.0,MN,1729049854
183,keflavik,64.0049,-22.5624,4.240000000000009,100,40,4.12,IS,1729049855
184,moyynkum,44.2914,72.9469,6.150000000000034,59,91,5.73,KZ,1729049856
185,anadyr,64.75,177.4833,1.2800000000000296,86,0,1.0,RU,1729049857
186,chernyshevsk,52.5243,117.0174,3.4500000000000455,32,19,5.17,RU,1729049858
187,semey,50.4111,80.2275,-0.8799999999999955,93,100,0.0,KZ,1729049859
188,qaqortoq,60.7167,-46.0333,0.26000000000004775,81,38,0.55,GL,1729049861
189,traverse city,44.7631,-85.6206,9.04000000000002,65,100,5.66,US,1729049862
190,tralee,52.2704,-9.7026,13.520000000000039,98,62,2.64,IE,1729049658
191,thompson,55.7435,-97.8558,5.090000000000032,75,75,2.57,CA,1729049864
192,sadovoye,47.7764,44.5089,10.28000000000003,89,100,4.73,RU,1729049865
193,kirensk,57.7853,108.1119,-1.8700000000000045,93,100,6.37,RU,1729049866
194,thunder bay,48.4001,-89.3168,-0.009999999999990905,74,0,3.6,CA,1729049574
195,sitka,57.0531,-135.33,6.860000000000014,90,100,2.36,US,1729049593
196,magadan,59.5667,150.8,3.8799999999999955,97,100,5.74,RU,1729049869
197,happy valley-goose bay,53.3168,-60.3315,2.170000000000016,93,100,5.14,CA,1729049871
198,onguday,50.75,86.15,4.090000000000032,76,82,1.21,RU,1729049872
199,horta,38.5333,-28.6333,18.340000000000032,74,87,4.47,PT,1729049660
200,havre,49.5833,0.3333,16.870000000000005,94,100,7.2,FR,1729049874
201,zheleznogorsk,52.331,35.3711,4.170000000000016,93,83,3.14,RU,1729049875
202,glace bay,46.1969,-59.957,9.32000000000005,87,75,3.6,CA,1729049876
203,dryden,49.7833,-92.7503,3.160000000000025,81,0,3.09,CA,1729049877
204,undurkhaan,47.3194,110.6556,2.4700000000000273,40,2,3.88,MN,1729049878
205,skara,58.3866,13.4384,2.2800000000000296,95,22,1.96,SE,1729049880
206,kapuskasing,49.4169,-82.4331,2.0500000000000114,93,100,5.14,CA,1729049881
207,yukhnov,54.7444,35.2297,2.7000000000000455,96,37,2.2,RU,1729049882
208,ketchikan,55.3422,-131.6461,8.260000000000048,93,100,0.0,US,1729049883
209,xilin hot,43.9667,116.0333,13.54000000000002,45,55,4.88,CN,1729049884
210,la ronge,55.1001,-105.2842,7.140000000000043,70,40,1.54,CA,1729049885
211,tosontsengel,48.7567,98.2839,-1.089999999999975,82,100,0.62,MN,1729049886
212,charlottetown,46.2352,-63.1267,8.760000000000048,78,75,4.12,CA,1729049887
213,isafjordur,66.0755,-23.124,1.580000000000041,97,100,3.81,IS,1729049889
214,whitehorse,60.7161,-135.0538,1.4300000000000068,86,75,2.06,CA,1729049890
215,vadso,70.0744,29.7487,0.09000000000003183,86,20,4.12,NO,1729049891
216,longyearbyen,78.2186,15.6401,-0.08999999999997499,86,40,1.54,SJ,1729049892
217,bilibino,68.0546,166.4372,-7.310000000000002,90,100,1.28,RU,1729049893
218,verkhnevilyuysk,63.4453,120.3167,-1.8199999999999932,81,100,2.07,RU,1729049894
219,usinsk,65.9939,57.5281,-0.339999999999975,94,100,8.71,RU,1729049895
220,khandyga,62.6667,135.6,-5.329999999999984,78,100,0.9,RU,1729049898
221,badger,64.8,-147.5333,0.1400000000000432,91,100,3.09,US,1729049899
222,sandnessjoen,66.0217,12.6316,10.060000000000002,93,75,9.77,NO,1729049900
223,igarka,67.4667,86.5833,-16.319999999999993,93,20,3.1,RU,1729049901
224,nyurba,63.2842,118.3319,-5.199999999999989,75,100,0.81,RU,1729049902
225,college,64.8569,-147.8028,0.040000000000020464,84,75,3.09,US,1729049903
226,vorgashor,67.5833,63.95,-2.8700000000000045,82,100,4.74,RU,1729049904
227,olonkinbyen,70.9221,-8.7187,0.4000000000000341,85,100,7.22,SJ,1729049905
228,ulsteinvik,62.3432,5.8487,9.860000000000014,65,100,0.45,NO,1729049907
229,ust-nera,64.5667,143.2,-8.46999999999997,89,100,1.58,RU,1729049908
230,tiksi,71.6872,128.8694,-13.569999999999993,88,80,2.83,RU,1729049909
231,hafnarfjordur,64.0671,-21.9377,5.060000000000002,100,75,0.0,IS,1729049910
232,arkhangel'sk,64.5401,40.5433,1.0600000000000023,100,100,3.0,RU,1729049911
233,ilulissat,69.2167,-51.1,-2.9899999999999523,63,100,7.2,GL,1729049912
234,iqaluit,63.7506,-68.5145,-0.14999999999997726,86,75,1.54,CA,1729049913
235,sisimiut,66.9395,-53.6735,-1.6200000000000045,74,84,3.06,GL,1729049914
236,ust-tsilma,65.441,52.1498,2.3100000000000023,97,100,4.52,RU,1729049916
237,aykhal,66.0,111.5,-14.289999999999964,94,100,11.15,RU,1729049917
238,severo-yeniseyskiy,60.3725,93.0408,-5.729999999999961,76,68,4.3,RU,1729049918
239,harstad,68.799,16.5293,4.53000000000003,97,100,6.71,NO,1729049919
240,kem',64.9555,34.5793,2.57000000000005,81,76,5.39,RU,1729049920
241,udachny,66.4167,112.4,-9.939999999999998,93,95,3.67,RU,1729049921
242,janakkala,60.9,24.6,1.6800000000000068,91,52,2.41,FI,1729049922
243,chernyshevskiy,63.0128,112.4714,-10.319999999999993,59,100,3.07,RU,1729049923
244,kristiansund,63.1115,7.732,6.360000000000014,75,75,2.57,NO,1729049925
245,nuuk,64.1835,-51.7216,-0.6599999999999682,74,13,3.6,GL,1729049926
246,alajarvi,63.0,23.8167,3.7100000000000364,87,100,3.24,FI,1729049927
247,dudinka,69.4058,86.1778,-17.349999999999966,97,18,1.97,RU,1729049928
248,aasiaat,68.7098,-52.8699,-6.289999999999964,97,100,3.92,GL,1729049929
249,nar'yan-mar,67.6713,53.087,0.4500000000000455,94,91,6.69,RU,1729049930
250,polyarnyy,69.1989,33.4478,1.8600000000000136,83,7,6.16,RU,1729049931
251,talnakh,69.4865,88.3972,-17.49999999999997,95,37,0.47,RU,1729049932
252,iskateley,67.6803,53.1512,0.4200000000000159,94,92,6.69,RU,1729049934
253,yellowknife,62.456,-114.3525,3.5600000000000023,100,100,3.6,CA,1729049779
254,pico truncado,-46.7949,-67.9573,13.050000000000011,45,98,6.43,AR,1729049936
255,cidreira,-30.1811,-50.2056,18.170000000000016,96,100,2.81,BR,1729049937
256,portland,45.5234,-122.6762,16.450000000000045,90,100,0.89,US,1729049823
257,plettenberg bay,-34.0527,23.3716,12.03000000000003,66,0,2.85,ZA,1729049939
258,oranjemund,-28.55,16.4333,13.560000000000002,89,35,4.5,,1729049940
259,mossel bay,-34.1831,22.146,7.960000000000036,67,0,4.79,ZA,1729049941
260,luderitz,-26.6481,15.1594,12.770000000000039,95,22,2.77,,1729049943
261,rawson,-43.3002,-65.1023,17.160000000000025,48,0,10.8,AR,1729049893
262,minas de marcona,-15.2119,-75.1103,12.800000000000011,84,23,2.89,PE,1729049793
263,cananeia,-25.0147,-47.9267,19.210000000000036,93,100,1.79,BR,1729049946
264,huarmey,-10.0681,-78.1522,17.620000000000005,85,97,3.13,PE,1729049947
265,coquimbo,-29.9533,-71.3436,12.850000000000023,94,100,1.54,CL,1729049948
266,warmbad,-28.45,18.7333,17.340000000000032,45,2,2.43,,1729049950
267,charters towers,-20.1,146.2667,31.79000000000002,27,0,3.58,AU,1729049952
268,flying fish cove,-10.4217,105.6791,27.82000000000005,69,40,6.69,CX,1729049759
269,vohibinany,-17.35,49.0333,24.57000000000005,67,13,1.03,MG,1729049954
270,papao,-17.75,-149.55,25.82000000000005,73,2,3.17,PF,1729049955
271,nsanje,-16.92,35.262,22.400000000000034,81,99,2.59,MW,1729049956
272,walvis bay,-22.9575,14.5053,14.53000000000003,82,22,1.54,,1729049957
273,port augusta,-32.5,137.7667,36.69,21,31,7.63,AU,1729049958
274,nadi,-17.8,177.4167,29.0,65,75,3.09,FJ,1729049959
275,antsiranana,-12.2787,49.2917,24.420000000000016,78,20,3.09,MG,1729049961
276,skeldon,5.8833,-57.1333,25.460000000000036,85,78,2.16,GY,1729049962
277,prachin buri,14.0833,101.6667,31.010000000000048,62,72,1.93,TH,1729049963
278,kolonia,50.9333,6.95,13.870000000000005,86,40,4.12,DE,1729049964
279,puerto ayacucho,5.6639,-67.6236,23.02000000000004,96,97,1.84,VE,1729049965
280,sola,-13.8833,167.55,29.370000000000005,74,100,0.0,VU,1729049966
281,venilale,-8.6431,126.378,30.29000000000002,44,75,1.8,TL,1729049967
282,mwene-ditu,-7.0,23.45,18.730000000000018,93,74,1.02,CD,1729049971
283,pimentel,-6.8367,-79.9342,18.160000000000025,82,0,6.69,PE,1729049972
284,touros,-5.1989,-35.4608,24.5,79,25,5.22,BR,1729049973
285,hithadhoo,-0.6,73.0833,28.77000000000004,72,61,6.07,MV,1729049974
286,fale old settlement,-9.3852,-171.2468,28.33000000000004,72,44,2.43,TK,1729049975
287,matoury,4.8483,-52.3317,23.980000000000018,94,20,1.03,GF,1729049976
288,melekeok village,7.4957,134.6367,31.310000000000002,70,75,2.57,PW,1729049977
289,labuan,5.2767,115.2417,30.200000000000045,79,20,1.54,MY,1729049979
290,harper,4.375,-7.7169,24.480000000000018,89,14,2.46,LR,1729049981
291,arno,60.1167,18.6333,3.340000000000032,89,13,4.81,SE,1729049982
292,kilindoni,-7.9139,39.6668,25.32000000000005,75,14,2.41,TZ,1729049983
293,yaren,-0.5472,166.916,28.03000000000003,80,12,5.95,NR,1729049984
294,kadugli,11.0167,29.7167,22.340000000000032,92,88,1.35,SD,1729049985
295,port blair,11.6667,92.75,31.02000000000004,74,40,2.06,IN,1729049986
296,petauke,-14.2426,31.3253,19.129999999999995,75,99,4.84,ZM,1729049988
297,kavaratti,10.5669,72.642,27.03000000000003,80,100,4.46,IN,1729049990
298,holualoa,19.6228,-155.9522,26.420000000000016,82,40,3.09,US,1729049838
299,pangoa,-12.1167,-73.0,19.900000000000034,98,41,1.42,PE,1729049992
300,tari,-11.1105,14.3559,17.060000000000002,86,16,0.55,AO,1729049993
301,barclayville,4.6797,-8.2339,23.970000000000027,93,20,1.32,LR,1729049994
302,anton lizardo,19.05,-95.9833,26.120000000000005,83,11,2.79,MX,1729049996
303,hamilton,39.1834,-84.5333,5.610000000000014,90,0,0.45,US,1729049789
304,shimoda,34.6667,138.95,24.49000000000001,78,100,3.85,JP,1729049998
305,road town,18.4167,-64.6167,28.49000000000001,65,52,6.63,VG,1729049931
306,venustiano carranza,19.43,-99.0992,19.52000000000004,37,75,4.12,MX,1729050000
307,nguigmi,14.2495,13.1092,28.879999999999995,22,100,1.86,NE,1729050002
308,as sulayyil,20.4607,45.5779,25.100000000000023,30,1,2.77,SA,1729050003
309,lionel town,17.8101,-77.2406,26.410000000000025,84,100,2.82,JM,1729050004
310,hasaki,35.7333,140.8333,25.5,72,100,5.05,JP,1729050006
311,codrington,-38.2667,141.9667,25.110000000000014,51,96,4.44,AU,1729050007
312,al kharijah,25.4514,30.5464,22.900000000000034,47,0,3.24,EG,1729050008
313,mazatlan,23.2167,-106.4167,29.950000000000045,74,20,0.45,MX,1729050009
314,bacalar,18.6667,-88.3833,23.840000000000032,95,42,1.01,MX,1729050010
315,pitiquito,30.7,-112.0833,24.600000000000023,38,0,1.35,MX,1729050011
316,hilo,19.7297,-155.09,26.850000000000023,77,100,2.57,US,1729049778
317,lihue,21.9789,-159.3672,26.77000000000004,69,20,7.2,US,1729050013
318,fortuna,40.5982,-124.1573,15.520000000000039,94,100,0.0,US,1729050016
319,arhavi,41.3492,41.3069,17.970000000000027,84,73,0.04,TR,1729050018
320,yulinshi,38.2906,109.7494,17.57000000000005,58,100,9.66,CN,1729050019
321,sukumo,32.9333,132.7333,26.150000000000034,78,86,0.26,JP,1729050021
322,la puebla de almoradiel,39.5986,-3.1178,17.30000000000001,70,100,7.72,ES,1729050022
323,sinan,34.8262,126.1086,19.54000000000002,80,100,7.67,KR,1729050023
324,hotan,37.0997,79.9269,19.650000000000034,20,72,2.53,CN,1729050025
325,shengli,37.4564,118.4856,22.110000000000014,41,0,2.91,CN,1729050026
326,damghan,36.1683,54.348,16.74000000000001,55,0,0.24,IR,1729050027
327,shevchenko,48.5,35.0,9.200000000000045,76,82,2.44,UA,1729050028
328,quchan,37.106,58.5095,10.980000000000018,75,4,2.44,IR,1729050029
329,karak city,31.1637,35.762,17.810000000000002,71,0,0.69,JO,1729050030
330,nahiyat al fuhud,30.9697,46.7228,29.379999999999995,19,0,2.9,IQ,1729050031
331,nurdagi,37.1773,36.7419,17.660000000000025,86,96,1.14,TR,1729050033
