City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (deg C)
50,lubango,-14.9172,13.4925,291.92,47,64,0.9,AO,1728598354,18.670000000000016
51,shakawe,-18.3667,21.85,293.42,21,0,2.39,BW,1728598355,20.170000000000016
52,goianesia,-15.3175,-49.1175,301.44,46,100,2.53,BR,1728598070,28.189999999999998
53,belmonte,-15.8631,-38.8828,297.2,83,48,3.32,BR,1728598358,23.94999999999999
54,alice springs,-23.7,133.8833,289.9,31,21,0.51,AU,1728598359,16.649999999999977
55,moranbah,-22.0016,148.0466,294.74,68,90,5.75,AU,1728598360,21.49000000000001
56,carnarvon,-24.8667,113.6333,295.52,63,0,2.33,AU,1728598361,22.269999999999982
57,prado,-17.3411,-39.2208,298.3,80,100,3.96,BR,1728598362,25.05000000000001
58,ondjiva,-17.0667,15.7333,296.1,15,30,3.23,AO,1728598363,22.850000000000023
59,saint-paul,-21.0096,55.2707,295.2,91,96,2.05,RE,1728598364,21.94999999999999
60,ambodifotatra,-16.9833,49.85,297.02,72,27,6.48,MG,1728598366,23.769999999999982
61,saint-philippe,-21.3585,55.7679,294.48,83,50,6.5,RE,1728598368,21.230000000000018
62,broken hill,-31.95,141.4333,285.9,48,64,9.3,AU,1728598369,12.649999999999977
63,port mathurin,-19.6833,63.4167,295.63,83,98,9.67,MU,1728598370,22.379999999999995
64,coquimbo,-29.9533,-71.3436,288.7,73,40,3.6,CL,1728598251,15.449999999999989
65,tamarin,-20.3256,57.3706,295.22,74,68,6.77,MU,1728598285,21.970000000000027
66,emerald,-23.5333,148.1667,294.45,76,2,3.79,AU,1728598373,21.19999999999999
67,callao,-12.0667,-77.15,290.31,82,100,2.57,PE,1728598375,17.060000000000002
68,kununurra,-15.7667,128.7333,297.14,88,4,1.54,AU,1728598376,23.889999999999986
69,flying fish cove,-10.4217,105.6791,298.97,88,75,5.14,CX,1728598249,25.720000000000027
71,puerto ayora,-0.7393,-90.3518,294.01,92,84,3.13,EC,1728598379,20.75999999999999
72,inirida,3.8653,-67.9239,301.87,67,100,0.88,CO,1728598380,28.620000000000005
73,moroto,2.5345,34.6666,296.03,51,78,1.04,UG,1728598381,22.779999999999973
74,antsiranana,-12.2787,49.2917,297.42,67,1,8.86,MG,1728598382,24.170000000000016
75,mejit,10.2753,170.8646,301.32,76,82,5.51,MH,1728598384,28.069999999999993
76,pamandzi,-12.7967,45.2794,298.03,88,0,1.54,YT,1728598385,24.779999999999973
77,huanuco,-9.9329,-76.2415,294.4,70,91,3.28,PE,1728598386,21.149999999999977
78,nabire,-3.3667,135.4833,297.86,90,100,1.35,ID,1728598387,24.610000000000014
79,georgetown,5.4112,100.3354,300.11,83,20,1.03,MY,1728598389,26.860000000000014
80,sao raimundo nonato,-9.0153,-42.6994,305.5,25,9,1.08,BR,1728598390,32.25
81,ugoofaaru,5.6667,73.0,300.18,82,100,10.1,MV,1728598393,26.930000000000007
82,yaren,-0.5472,166.916,301.31,67,100,5.3,NR,1728598394,28.060000000000002
83,olinda,-8.0089,-34.8553,300.0,74,40,4.12,BR,1728598395,26.75
84,fale old settlement,-9.3852,-171.2468,300.95,78,29,4.65,TK,1728598396,27.69999999999999
85,hell-ville,-13.4,48.2667,299.69,68,8,2.65,MG,1728598397,26.439999999999998
86,jamestown,42.097,-79.2353,282.95,66,0,3.09,US,1728598398,9.699999999999989
87,buala,-8.145,159.5921,301.36,76,65,2.51,SB,1728598399,28.110000000000014
88,sinabang,2.4803,96.3801,297.54,95,100,2.55,ID,1728598400,24.29000000000002
89,palikir - national government center,6.9248,158.1611,303.56,74,100,4.12,FM,1728598401,30.310000000000002
90,mili,6.0815,171.735,301.98,72,32,4.75,MH,1728598403,28.730000000000018
91,ibimirim,-8.5406,-37.6903,303.59,34,66,8.34,BR,1728598404,30.339999999999975
92,malango,-2.9627,119.9001,291.86,99,100,1.07,ID,1728598405,18.610000000000014
93,mabaruma,8.2,-59.7833,300.15,78,99,2.46,GY,1728598407,26.899999999999977
94,gaalkacyo,6.7697,47.4308,298.84,68,17,7.22,SO,1728598408,25.589999999999975
95,kirakira,-10.4544,161.9205,301.61,76,43,3.79,SB,1728598409,28.360000000000014
96,bamboo flat,11.7,92.7167,299.56,76,35,0.68,IN,1728598411,26.310000000000002
97,cabo san lucas,22.8909,-109.9124,304.32,66,20,3.6,MX,1728598397,31.069999999999993
98,flores costa cuca,14.65,-91.8167,298.22,62,69,1.38,GT,1728598413,24.970000000000027
99,rongelap,11.1635,166.8941,300.04,83,100,5.86,MH,1728598414,26.79000000000002
100,san patricio,28.017,-97.5169,305.12,31,0,3.74,US,1728598415,31.870000000000005
101,acarau,-2.8856,-40.12,299.05,79,28,8.15,BR,1728598417,25.80000000000001
102,puerto armuelles,8.2833,-82.8667,298.76,87,97,3.13,PA,1728598418,25.50999999999999
103,tabou,4.423,-7.3528,297.82,90,87,3.61,CI,1728598420,24.569999999999993
104,caleta de carquin,-11.0925,-77.6267,292.03,82,41,4.8,PE,1728598421,18.779999999999973
105,bima,-8.4667,118.7167,297.71,94,50,1.36,ID,1728598422,24.45999999999998
106,yanam,16.7333,82.2167,297.61,96,100,1.23,IN,1728598423,24.360000000000014
107,bubaque,11.2833,-15.8333,300.25,75,100,5.32,GW,1728598424,27.0
108,tanjung selor,2.8372,117.3642,296.36,98,45,0.57,ID,1728598425,23.110000000000014
109,tual,-5.6667,132.75,300.71,84,100,7.79,ID,1728598426,27.45999999999998
110,tekkali,18.6167,84.2333,297.46,92,87,1.61,IN,1728598427,24.20999999999998
111,jiaojiang,28.6803,121.4428,286.68,85,36,1.95,CN,1728598429,13.430000000000007
112,wailua homesteads,22.0669,-159.378,301.59,75,75,6.69,US,1728598430,28.339999999999975
113,ribeira grande,38.5167,-28.7,293.02,87,80,3.58,PT,1728598431,19.769999999999982
114,lihue,21.9789,-159.3672,301.92,65,75,6.69,US,1728598432,28.670000000000016
115,heroica guaymas,27.9333,-110.9,304.8,70,20,8.23,MX,1728598185,31.55000000000001
116,utrik,11.2278,169.8474,301.46,77,77,4.49,MH,1728598434,28.20999999999998
117,enewetak,11.3474,162.3373,301.9,75,99,3.93,MH,1728598435,28.649999999999977
118,zouerate,22.7187,-12.4521,306.41,25,25,4.02,MR,1728598199,33.160000000000025
119,vientiane,17.9667,102.6,295.1,91,48,0.61,LA,1728598438,21.850000000000023
120,nishinoomote,30.7333,131.0,297.26,69,73,4.96,JP,1728598439,24.00999999999999
121,lompoc,34.6391,-120.4579,296.22,70,0,5.66,US,1728598440,22.970000000000027
122,hawaiian paradise park,19.5933,-154.9731,300.88,77,75,4.12,US,1728598441,27.629999999999995
123,jaltenango de la paz,15.9167,-92.7167,297.78,78,100,0.85,MX,1728598425,24.529999999999973
124,huanggang,23.677,116.9996,295.54,80,100,2.41,CN,1728598443,22.29000000000002
125,lashio,22.9333,97.75,290.88,99,30,0.42,MM,1728598159,17.629999999999995
126,awjilah,29.1081,21.2869,302.26,23,3,4.08,LY,1728598445,29.00999999999999
127,port lavaca,28.615,-96.6261,305.96,36,0,3.95,US,1728598446,32.70999999999998
128,ubari,26.5921,12.7805,304.36,18,3,4.22,LY,1728598448,31.110000000000014
129,pathein,16.7833,94.7333,297.68,89,16,1.78,MM,1728598449,24.430000000000007
130,pedro escobedo,20.5,-100.1333,297.16,17,40,8.23,MX,1728598450,23.910000000000025
131,ad dilam,23.9915,47.1627,300.64,20,0,3.87,SA,1728598451,27.389999999999986
132,chhindwara,22.0667,78.9333,294.74,86,72,1.58,IN,1728598452,21.49000000000001
133,mukalla,14.5425,49.1242,298.18,83,1,1.27,YE,1728598453,24.930000000000007
134,tangping,22.0265,111.9323,295.45,74,41,1.7,CN,1728598454,22.19999999999999
135,pavuluru,15.8529,80.1647,297.9,94,100,2.14,IN,1728598455,24.649999999999977
136,bardai,11.65,7.2333,297.5,65,48,2.35,NG,1728598456,24.25
137,san pedro,14.35,121.0167,299.72,94,20,1.54,PH,1728598458,26.470000000000027
138,as sulayyil,20.4607,45.5779,299.6,22,13,2.59,SA,1728598459,26.350000000000023
139,pasuquin,18.3328,120.6177,297.12,94,20,1.54,PH,1728598460,23.870000000000005
140,saipan,15.1355,145.701,300.54,89,100,2.57,MP,1728598461,27.29000000000002
141,gopalpur,19.2667,84.9167,298.79,88,84,1.84,IN,1728598462,25.54000000000002
142,hamilton,39.1834,-84.5333,294.17,40,0,1.54,US,1728598228,20.920000000000016
143,remire-montjoly,4.9167,-52.2667,301.17,83,0,1.54,GF,1728598465,27.920000000000016
144,kodiak,57.79,-152.4072,279.88,65,75,2.57,US,1728598401,6.6299999999999955
145,yuzhno-kurilsk,44.0306,145.8556,283.16,78,100,7.65,RU,1728598468,9.910000000000025
146,pratt,37.6439,-98.7376,302.27,32,0,5.66,US,1728598469,29.019999999999982
147,jinan,36.6683,116.9972,288.08,37,0,0.93,CN,1728598470,14.829999999999984
148,mary,37.0,62.5,295.32,23,0,3.93,TM,1728598471,22.069999999999993
149,loveland,40.3978,-105.075,303.82,17,0,3.6,US,1728598472,30.569999999999993
150,haiku-pauwela,20.9219,-156.3051,302.16,75,83,10.73,US,1728598474,28.910000000000025
151,arrifes,37.7667,-25.7,292.29,77,40,3.6,PT,1728598476,19.04000000000002
152,conception bay south,47.4999,-52.9981,284.67,97,100,0.63,CA,1728598477,11.420000000000016
153,kincardine,56.0667,-3.7167,277.63,88,35,3.13,GB,1728598478,4.3799999999999955
154,praia da vitoria,38.7333,-27.0667,293.29,77,40,11.58,PT,1728598479,20.04000000000002
155,kill devil hills,36.0307,-75.676,289.81,64,75,6.17,US,1728598480,16.560000000000002
156,petropavlovsk-kamchatsky,53.0452,158.6483,271.48,64,0,4.0,RU,1728598440,-1.7699999999999818
157,susanville,40.4163,-120.653,300.27,18,100,1.34,US,1728598482,27.019999999999982
158,buarcos,40.166,-8.8768,289.36,78,39,2.55,PT,1728598483,16.110000000000014
159,brookings,44.3114,-96.7984,301.15,41,0,4.63,US,1728598484,27.899999999999977
160,boryeong,36.3493,126.5977,289.61,78,0,0.83,KR,1728598486,16.360000000000014
161,montecatini-terme,43.8835,10.7736,290.92,80,87,3.13,IT,1728598460,17.670000000000016
162,moab,38.5733,-109.5498,304.18,13,8,2.36,US,1728598489,30.930000000000007
163,eureka,40.8021,-124.1637,291.62,66,35,2.09,US,1728598466,18.370000000000005
164,fortuna,40.5982,-124.1573,293.11,70,0,5.66,US,1728598491,19.860000000000014
165,turkmenabat,39.0733,63.5786,289.14,59,0,2.06,TM,1728598492,15.889999999999986
166,al kut,32.5147,45.819,301.91,12,0,1.53,IQ,1728598493,28.660000000000025
167,ohara,35.25,140.3833,291.19,79,77,5.17,JP,1728598495,17.939999999999998
168,faro,37.0194,-7.9322,292.03,82,75,2.06,PT,1728598496,18.779999999999973
169,bridgewater,44.3835,-64.5155,284.97,68,23,5.66,CA,1728598497,11.720000000000027
170,deqen,29.9618,90.7188,276.45,86,4,1.22,CN,1728598498,3.1999999999999886
171,pachino,36.7186,15.0907,296.34,77,99,3.2,IT,1728598499,23.089999999999975
172,katsuura,35.1333,140.3,290.94,82,77,5.77,JP,1728598500,17.689999999999998
173,ontario,34.0633,-117.6509,305.71,29,20,5.66,US,1728598501,32.45999999999998
174,bethel,41.3712,-73.414,286.79,60,5,0.45,US,1728598502,13.54000000000002
175,nemuro,43.3236,145.575,284.64,80,100,11.03,JP,1728598504,11.389999999999986
176,iola,37.9245,-95.4,302.18,53,0,2.06,US,1728598281,28.930000000000007
177,happy valley-goose bay,53.3168,-60.3315,281.32,100,100,2.06,CA,1728598506,8.069999999999993
178,srednebelaya,50.6594,128.0106,277.56,75,100,5.03,RU,1728598334,4.310000000000002
179,solnechnyy,50.7214,136.6319,278.04,73,100,2.5,RU,1728598508,4.7900000000000205
180,ulaangom,49.9811,92.0667,277.6,69,20,1.01,MN,1728598509,4.350000000000023
181,tralee,52.2704,-9.7026,280.57,77,36,0.76,IE,1728598510,7.319999999999993
182,keflavik,64.0049,-22.5624,274.39,80,20,9.77,IS,1728598440,1.1399999999999864
183,boguchany,58.3814,97.4531,267.84,83,76,2.67,RU,1728598512,-5.410000000000025
184,ocher,57.8904,54.7202,268.86,69,6,4.9,RU,1728598514,-4.389999999999986
185,anadyr,64.75,177.4833,272.43,74,20,5.0,RU,1728598515,-0.8199999999999932
186,kapuskasing,49.4169,-82.4331,287.15,58,75,2.57,CA,1728598516,13.899999999999977
187,uliastay,47.7417,96.8444,275.43,55,5,2.57,MN,1728598517,2.180000000000007
188,tulun,54.5611,100.5792,270.89,95,97,0.66,RU,1728598518,-2.3600000000000136
189,thunder bay,48.4001,-89.3168,287.75,56,97,2.1,CA,1728598407,14.5
190,khovd,48.0056,91.6419,280.6,43,0,1.14,MN,1728598520,7.350000000000023
191,wisbech,52.6662,0.1594,278.16,75,8,2.63,GB,1728598521,4.910000000000025
192,mysen,59.5535,11.3258,277.39,93,99,0.45,NO,1728598522,4.139999999999986
193,horta,38.5333,-28.6333,292.6,87,85,3.58,PT,1728598519,19.350000000000023
194,berezovyy,51.6667,135.7,276.33,71,100,1.09,RU,1728598525,3.079999999999984
195,lianhe,47.1333,129.2667,274.28,85,2,0.85,CN,1728598526,1.0299999999999727
196,dubovka,49.0583,44.829,282.85,77,15,3.81,RU,1728598527,9.600000000000023
197,tsetserleg,47.475,101.4542,275.43,59,3,1.98,MN,1728598528,2.180000000000007
198,sitka,57.0531,-135.33,280.09,81,100,5.66,US,1728598529,6.839999999999975
199,milford haven,51.7128,-5.0341,278.21,94,14,3.54,GB,1728598530,4.9599999999999795
200,kovacica,45.1117,20.6214,292.01,59,7,2.01,RS,1728598531,18.75999999999999
201,klyuchi,52.2667,79.1667,280.39,48,100,8.11,RU,1728598533,7.139999999999986
202,tyumen,57.1522,65.5272,270.2,93,100,6.0,RU,1728598244,-3.0500000000000114
203,altay,47.8667,88.1167,280.19,55,2,1.87,CN,1728598535,6.939999999999998
204,la sarre,48.8002,-79.1996,281.07,82,92,2.19,CA,1728598536,7.819999999999993
205,flin flon,54.7682,-101.865,286.06,47,40,5.14,CA,1728598489,12.810000000000002
206,motygino,58.1831,94.7592,267.81,83,13,2.35,RU,1728598538,-5.439999999999998
207,ola,59.5833,151.2833,271.08,66,25,2.39,RU,1728598539,-2.170000000000016
208,salekhard,66.53,66.6019,266.24,84,13,1.78,RU,1728598541,-7.009999999999991
209,whitehorse,60.7161,-135.0538,279.87,67,75,5.66,CA,1728598542,6.6200000000000045
210,thompson,55.7435,-97.8558,284.24,62,75,3.09,CA,1728598543,10.990000000000009
211,aasiaat,68.7098,-52.8699,267.97,68,42,5.39,GL,1728598544,-5.279999999999973
212,priob'ye,62.5206,65.5964,269.43,84,9,2.83,RU,1728598545,-3.819999999999993
213,tura,25.5198,90.2201,294.62,96,27,1.54,IN,1728598546,21.370000000000005
214,suntar,62.1444,117.6319,271.44,98,100,1.1,RU,1728598547,-1.8100000000000023
215,college,64.8569,-147.8028,275.12,85,100,2.06,US,1728598548,1.8700000000000045
216,pangody,65.85,74.4859,269.93,85,80,6.1,RU,1728598549,-3.319999999999993
217,oppdal,62.5943,9.6912,271.22,96,90,2.44,NO,1728598551,-2.0299999999999727
218,amga,60.8953,131.9608,274.59,93,100,1.19,RU,1728598552,1.339999999999975
219,vorgashor,67.5833,63.95,263.19,98,49,0.95,RU,1728598553,-10.060000000000002
220,bilibino,68.0546,166.4372,257.95,97,65,1.06,RU,1728598554,-15.300000000000011
221,igarka,67.4667,86.5833,266.35,92,99,7.08,RU,1728598405,-6.899999999999977
222,udachny,66.4167,112.4,261.41,97,99,1.45,RU,1728598556,-11.839999999999975
223,iqaluit,63.7506,-68.5145,274.0,74,75,0.0,CA,1728598557,0.75
224,olonkinbyen,70.9221,-8.7187,270.27,91,100,20.56,SJ,1728598558,-2.980000000000018
225,strezhevoy,60.7333,77.5889,268.63,81,37,3.29,RU,1728598428,-4.6200000000000045
226,tiksi,71.6872,128.8694,267.69,90,100,1.74,RU,1728598561,-5.560000000000002
227,yellowknife,62.456,-114.3525,280.6,97,75,4.63,CA,1728598497,7.350000000000023
228,ust-nera,64.5667,143.2,264.6,83,85,1.91,RU,1728598563,-8.649999999999977
229,ilulissat,69.2167,-51.1,272.16,43,61,2.06,GL,1728598564,-1.089999999999975
230,beloyarskiy,63.7119,66.6722,266.6,94,12,1.56,RU,1728598355,-6.649999999999977
231,isafjordur,66.0755,-23.124,271.5,69,99,5.99,IS,1728598566,-1.75
232,labytnangi,66.6572,66.4183,265.6,87,12,1.73,RU,1728598267,-7.649999999999977
233,hammerfest,70.6634,23.6821,278.4,75,75,2.06,NO,1728598568,5.149999999999977
234,muravlenko,63.7898,74.523,267.57,93,19,5.22,RU,1728598570,-5.680000000000007
235,severo-yeniseyskiy,60.3725,93.0408,264.52,95,100,1.73,RU,1728598571,-8.730000000000018
236,longyearbyen,78.2186,15.6401,277.06,75,75,7.2,SJ,1728598572,3.8100000000000023
237,polyarnyy,69.1989,33.4478,276.51,86,100,7.76,RU,1728598573,3.259999999999991
238,gadzhiyevo,69.2551,33.3362,276.47,87,100,7.32,RU,1728598574,3.2200000000000273
239,dudinka,69.4058,86.1778,264.27,90,57,5.69,RU,1728598575,-8.980000000000018
240,talnakh,69.4865,88.3972,261.97,93,44,4.78,RU,1728598576,-11.279999999999973
